review_id,sentence_id,sentence,aspect_category,aspect_polarity
24,24:12,"But, at the same time they (the company) would not and could not do anything about my problem.","[{'category': 'SUPPORT#QUALITY', 'polarity': 'negative'}]"
24,24:13,I would  say if you want to buy one of these machines be careful.,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'negative'}]"
24,24:14,"And, if you are going to deal with HP be careful.","[{'category': 'COMPANY#GENERAL', 'polarity': 'negative'}]"
24,24:15,"In my house, HP is a nasty word.","[{'category': 'COMPANY#GENERAL', 'polarity': 'negative'}]"
277,277:0,"Since I purchased my Toshiba netbook, I have been very pleased with it, I have a laptob and a desktop.","[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
277,277:1,The netbook is easier for me to take to bed and carry around with me.,"[{'category': 'LAPTOP#PORTABILITY', 'polarity': 'positive'}]"
277,277:2,"The screen takes some getting use to, because it is smaller than the laptop.","[{'category': 'DISPLAY#USABILITY', 'polarity': 'neutral'}, {'category': 'DISPLAY#DESIGN_FEATURES', 'polarity': 'neutral'}]"
277,277:3,I have not have any problems.,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
178,178:0,"The Notebook PC,Toshiba Qosmio is the best gift my father could have ever gotten me.","[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
178,178:1,He gave me this PC about 3 years ago and up to this point im still sitting here using it.,"[{'category': 'LAPTOP#QUALITY', 'polarity': 'positive'}]"
178,178:2,Its still going.,"[{'category': 'LAPTOP#QUALITY', 'polarity': 'positive'}]"
178,178:3,It is in the best condition and has a really high quality.,"[{'category': 'LAPTOP#QUALITY', 'polarity': 'positive'}]"
178,178:4,This is something i would deffinately reccomend to someone.,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
178,178:5,You will not regret buying such a great thing like this!,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
178,178:6,It can't get any better.,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
77,77:0,"Waited on getting this computer, but it has been a great change.","[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
77,77:1,Ease of use is just one of the benefits I love about my Mac.,"[{'category': 'LAPTOP#USABILITY', 'polarity': 'positive'}]"
342,342:0,This laptop meets every expectation and Windows 7 is great!,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}, {'category': 'OS#GENERAL', 'polarity': 'positive'}]"
342,342:1,"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.","[{'category': 'LAPTOP#OPERATION_PERFORMANCE', 'polarity': 'positive'}, {'category': 'LAPTOP#USABILITY', 'polarity': 'positive'}, {'category': 'LAPTOP#CONNECTIVITY', 'polarity': 'positive'}]"
342,342:2,It's even easy to hook up to other wireless networks.,"[{'category': 'LAPTOP#CONNECTIVITY', 'polarity': 'positive'}]"
342,342:3,The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,"[{'category': 'BATTERY#OPERATION_PERFORMANCE', 'polarity': 'neutral'}]"
342,342:4,I don't use my laptop in a way though that needs a long battery life so it's perfect for me.,"[{'category': 'BATTERY#OPERATION_PERFORMANCE', 'polarity': 'positive'}]"
348,348:0,"Most everything is fine with this machine: speed, capacity, build.","[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}, {'category': 'LAPTOP#OPERATION_PERFORMANCE', 'polarity': 'positive'}, {'category': 'HARD_DISC#DESIGN_FEATURES', 'polarity': 'positive'}, {'category': 'LAPTOP#QUALITY', 'polarity': 'positive'}]"
348,348:1,"The only thing I don't understand is that the resolution of the screen isn't high enough for some pages, such as Yahoo!Mail.","[{'category': 'DISPLAY#QUALITY', 'polarity': 'negative'}]"
348,348:2,"Yes, I have it on the highest available setting.",
347,347:0,I bought it for really cheap also and it's AMAZING.,"[{'category': 'LAPTOP#PRICE', 'polarity': 'positive'}, {'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
347,347:1,Easy to start up and does not overheat as much as other laptops.,
347,347:2,Recommended to people as their first laptop.,"[{'category': 'LAPTOP#MISCELLANEOUS', 'polarity': 'positive'}]"
339,339:0,"Plain and simple, it(laptop) runs great and loads fast.","[{'category': 'LAPTOP#OPERATION_PERFORMANCE', 'polarity': 'positive'}]"
339,339:1,"Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.","[{'category': 'LAPTOP#PORTABILITY', 'polarity': 'positive'}, {'category': 'LAPTOP#CONNECTIVITY', 'polarity': 'positive'}]"
339,339:2,Love that it doesn't take up space like a regular computer.,
273,273:0,I'm already hooked on the sleek look and dependability that this laptop has shown.,"[{'category': 'LAPTOP#DESIGN_FEATURES', 'polarity': 'positive'}, {'category': 'LAPTOP#QUALITY', 'polarity': 'positive'}]"
273,273:1,"Being a PC user my whole life, it's taking a bit of time to adapt to the OS of a Mac but I'm finding my way around.","[{'category': 'OS#USABILITY', 'polarity': 'neutral'}]"
273,273:2,The unibody design is edgy and durable.,"[{'category': 'LAPTOP#DESIGN_FEATURES', 'polarity': 'positive'}, {'category': 'LAPTOP#QUALITY', 'polarity': 'positive'}]"
273,273:3,The LED backlit display makes my pictures pop so much more.,"[{'category': 'DISPLAY#DESIGN_FEATURES', 'polarity': 'positive'}]"
273,273:4,I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.,"[{'category': 'MOUSE#DESIGN_FEATURES', 'polarity': 'positive'}, {'category': 'LAPTOP#USABILITY', 'polarity': 'positive'}]"
273,273:5,"Granted, it's still a very new laptop but in comparison to my previous laptops and desktops, my Mac boots up noticeably quicker.",
273,273:6,A key contributor that led me to Mac is the art aspect.,"[{'category': 'LAPTOP#DESIGN_FEATURES', 'polarity': 'positive'}]"
273,273:7,They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.,"[{'category': 'SOFTWARE#MISCELLANEOUS', 'polarity': 'positive'}]"
273,273:8,I'm excited to learn more about what this powerful machine has to offer and encourage others to do the same.,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}, {'category': 'LAPTOP#OPERATION_PERFORMANCE', 'polarity': 'positive'}]"
273,273:9,It's more expensive but well worth it in the long run.,"[{'category': 'LAPTOP#PRICE', 'polarity': 'negative'}, {'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
240,240:0,"Great product, very easy to use and great graphics.","[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}, {'category': 'LAPTOP#USABILITY', 'polarity': 'positive'}, {'category': 'GRAPHICS#GENERAL', 'polarity': 'positive'}]"
240,240:1,"One drawback, I wish the keys were backlit.","[{'category': 'KEYBOARD#DESIGN_FEATURES', 'polarity': 'negative'}]"
240,240:2,"I'm glad I bought this laptop, it was worth the few ($100) extra dollars.","[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}, {'category': 'LAPTOP#PRICE', 'polarity': 'neutral'}]"
243,243:0,It had most of the features and all of the power that I wanted to replace my desktop machine.,"[{'category': 'LAPTOP#DESIGN_FEATURES', 'polarity': 'positive'}, {'category': 'LAPTOP#OPERATION_PERFORMANCE', 'polarity': 'positive'}]"
243,243:1,I wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise.,"[{'category': 'LAPTOP#DESIGN_FEATURES', 'polarity': 'neutral'}, {'category': 'LAPTOP#PORTABILITY', 'polarity': 'positive'}]"
243,243:2,I'm very happy with this machine!,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
285,285:0,"I love the size, keyboard, the functions.","[{'category': 'LAPTOP#DESIGN_FEATURES', 'polarity': 'positive'}, {'category': 'KEYBOARD#GENERAL', 'polarity': 'positive'}, {'category': 'LAPTOP#OPERATION_PERFORMANCE', 'polarity': 'positive'}]"
285,285:1,I don't really have a complaint.,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
285,285:2,"It is easy to use, good quality and good price.","[{'category': 'LAPTOP#USABILITY', 'polarity': 'positive'}, {'category': 'LAPTOP#QUALITY', 'polarity': 'positive'}, {'category': 'LAPTOP#PRICE', 'polarity': 'positive'}]"
285,285:3,Perfect trifecta!,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
285,285:4,I would recommend this product.,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
212,212:0,The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it.,"[{'category': 'SOFTWARE#GENERAL', 'polarity': 'negative'}, {'category': 'LAPTOP#GENERAL', 'polarity': 'negative'}]"
93,93:0,This is my first Dell I heard their customer service was lacking and that they were working on improving it!,"[{'category': 'SUPPORT#QUALITY', 'polarity': 'neutral'}]"
93,93:1,I purchased this laptop 9 months ago!,
93,93:2,The DVD burner broke after burning 3 DVD'd during that time!,"[{'category': 'OPTICAL_DRIVES#QUALITY', 'polarity': 'negative'}]"
93,93:3,They sent me a replacement part and without informing me are requiring that I return it within 15 days or contact them and let them know the broken part will be returned later.,"[{'category': 'SUPPORT#QUALITY', 'polarity': 'negative'}]"
93,93:4,I am currently out of town and called to inform them the broken part would be returned when I got back in town.,
93,93:5,If this is an improvement in Customer Service then I would hate too see what it was before!,"[{'category': 'SUPPORT#QUALITY', 'polarity': 'negative'}]"
93,93:6,I spoke to 4 different people and was told they needed to transfer me to a 5th person!,"[{'category': 'SUPPORT#QUALITY', 'polarity': 'negative'}]"
93,93:7,Needless to say I told them No and have a nice day and hung up!,"[{'category': 'SUPPORT#QUALITY', 'polarity': 'negative'}]"
93,93:8,I can guarantee this will be the last Dell I will ever purchase!,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'negative'}, {'category': 'COMPANY#GENERAL', 'polarity': 'negative'}]"
93,93:9,Breaking within 1 year of purchase and speaking to 4+ people to report the damaged part will be returned late!,"[{'category': 'LAPTOP#QUALITY', 'polarity': 'negative'}, {'category': 'SUPPORT#QUALITY', 'polarity': 'negative'}]"
93,93:10,I do not recommend this company or their products!!!!,"[{'category': 'COMPANY#GENERAL', 'polarity': 'negative'}]"
252,252:0,"So far, a great product.","[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
252,252:1,"High price tag, however.","[{'category': 'LAPTOP#PRICE', 'polarity': 'negative'}]"
252,252:2,Still trying to learn how to use it.,"[{'category': 'LAPTOP#USABILITY', 'polarity': 'neutral'}]"
19,19:0,it is the worst computer dell ever made.,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'negative'}]"
19,19:1,it is hard to fix and makes it a hassle to own one.,"[{'category': 'LAPTOP#QUALITY', 'polarity': 'negative'}, {'category': 'LAPTOP#GENERAL', 'polarity': 'negative'}]"
19,19:2,breaks easily.,"[{'category': 'LAPTOP#QUALITY', 'polarity': 'negative'}]"
19,19:3,only good thing is the graphics quality.,"[{'category': 'GRAPHICS#QUALITY', 'polarity': 'positive'}]"
165,165:0,There are so many wonderful features and benefits to the new MacBook!,"[{'category': 'LAPTOP#DESIGN_FEATURES', 'polarity': 'positive'}, {'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
165,165:1,The #1 reason that is always repeated.,
165,165:2,No Viruses!,"[{'category': 'LAPTOP#QUALITY', 'polarity': 'positive'}]"
165,165:3,This laptop is fast and you will literally learn all you can do with this dynamo by just watching the online tutorials.,"[{'category': 'LAPTOP#OPERATION_PERFORMANCE', 'polarity': 'positive'}, {'category': 'LAPTOP#USABILITY', 'polarity': 'positive'}]"
165,165:4,I am loyal to Apple.,"[{'category': 'COMPANY#GENERAL', 'polarity': 'positive'}]"
165,165:5,The Macbooks worth every penny.,
165,165:6,"They're easy, fun, powerful and will last a long time.",
165,165:7,"The great 18 month same as cash financing and Advance Protection Plan which includes accidents like spills ., which Apple doesn't offer, is why I bought my MacBook at Best Buy.",
165,165:8,I am very Happy!,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
111,111:0,This just keeps having it's hard drive replaced!,"[{'category': 'HARD_DISC#QUALITY', 'polarity': 'negative'}]"
111,111:1,Acer won't replace the laptop.,"[{'category': 'SUPPORT#QUALITY', 'polarity': 'negative'}]"
111,111:2,the manufacturer's warranty only covers replacement/repair of parts.,"[{'category': 'WARRANTY#GENERAL', 'polarity': 'negative'}]"
111,111:3,This thing is a lemon.,"[{'category': 'LAPTOP#QUALITY', 'polarity': 'negative'}]"
292,292:0,This MacBook is an outstanding product with great value.,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
292,292:1,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,"[{'category': 'LAPTOP#USABILITY', 'polarity': 'positive'}, {'category': 'SUPPORT#QUALITY', 'polarity': 'positive'}]"
292,292:2,"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.","[{'category': 'BATTERY#OPERATION_PERFORMANCE', 'polarity': 'positive'}, {'category': 'LAPTOP#OPERATION_PERFORMANCE', 'polarity': 'positive'}]"
292,292:3,It does run a little warm but that is a negligible concern.,"[{'category': 'LAPTOP#QUALITY', 'polarity': 'neutral'}]"
359,359:0,I was so excited to receive the Toshiba L455 as a gift/bonus for some work I had done for a friend of mine!,
359,359:1,I have owned it only two months!,
359,359:2,I have had nothing but problems since the day I took it out of the box!,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'negative'}, {'category': 'LAPTOP#QUALITY', 'polarity': 'negative'}]"
359,359:3,My first problem was with the pre-loaded Norton Firewall/Security program.,"[{'category': 'SOFTWARE#GENERAL', 'polarity': 'negative'}]"
359,359:4,It would not let me connect to my Wifi system where I lived.,"[{'category': 'LAPTOP#CONNECTIVITY', 'polarity': 'negative'}]"
359,359:5,It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,"[{'category': 'SUPPORT#QUALITY', 'polarity': 'negative'}]"
359,359:6,"Then just the other day, my left ""mouse"" button snapped!","[{'category': 'MOUSE#QUALITY', 'polarity': 'negative'}]"
359,359:7,"Being only 2 months old, I am not a happy camper!","[{'category': 'LAPTOP#GENERAL', 'polarity': 'negative'}]"
359,359:8,Buyer Beware.,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'negative'}]"
359,359:9,"this one, in my opinion, might be a lemon!","[{'category': 'LAPTOP#QUALITY', 'polarity': 'negative'}]"
95,95:0,It rarely works and when it does it's incredibly slow.,"[{'category': 'LAPTOP#QUALITY', 'polarity': 'negative'}, {'category': 'LAPTOP#OPERATION_PERFORMANCE', 'polarity': 'negative'}]"
95,95:1,I have had to take it to the geek squad guys to get it fixed because it has had viruses 3 times and i have not even had it for more then 4 months!,"[{'category': 'LAPTOP#QUALITY', 'polarity': 'negative'}]"
95,95:2,"*IF YOU ARE LOOKING FOR A GOOD LAPTOP, THIS IS NOT IT!","[{'category': 'LAPTOP#GENERAL', 'polarity': 'negative'}]"
360,360:0,Like the price and operation.,"[{'category': 'LAPTOP#PRICE', 'polarity': 'positive'}, {'category': 'LAPTOP#OPERATION_PERFORMANCE', 'polarity': 'positive'}]"
360,360:1,"Some features arent friendly ( volume wheel, sound quality, etc.","[{'category': 'LAPTOP#USABILITY', 'polarity': 'negative'}, {'category': 'MULTIMEDIA_DEVICES#USABILITY', 'polarity': 'negative'}, {'category': 'MULTIMEDIA_DEVICES#QUALITY', 'polarity': 'negative'}]"
360,360:2,"But, for the cost this is a winner.","[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}, {'category': 'LAPTOP#PRICE', 'polarity': 'positive'}]"
66,66:0,I absolutely love my mac!,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
66,66:1,I can't imagine my life without it anymore!,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
66,66:2,It's perfect for everything and runs faster than an average pc!,
384,384:0,I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}, {'category': 'PORTS#QUALITY', 'polarity': 'negative'}]"
384,384:1,Apparently they are defective since they are not securely attached.,"[{'category': 'PORTS#QUALITY', 'polarity': 'negative'}]"
384,384:2,I can barely use any usb devices because they will not stay connected properly.,"[{'category': 'LAPTOP#CONNECTIVITY', 'polarity': 'negative'}]"
384,384:3,I called Toshiba and they want me to be without my laptop for about two weeks while they look at the problem.,"[{'category': 'SUPPORT#QUALITY', 'polarity': 'negative'}]"
384,384:4,I think I might rather suffer for something that is simple to fix in my opinion.,"[{'category': 'SUPPORT#QUALITY', 'polarity': 'negative'}]"
54,54:0,I bought this laptop Was the worst Laptop I've ever bought.,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'negative'}]"
54,54:1,I spent alot of money on this product and its been a nightmare.,"[{'category': 'LAPTOP#PRICE', 'polarity': 'negative'}, {'category': 'LAPTOP#GENERAL', 'polarity': 'negative'}]"
54,54:2,And having to deal with the company has been a even worse nightmare.,"[{'category': 'SUPPORT#QUALITY', 'polarity': 'negative'}]"
54,54:3,I sent it to them to fix in perfect condition but for what was wrong with it.,
54,54:4,They sent it back with a huge crack in it and it still didn't work.,"[{'category': 'SUPPORT#QUALITY', 'polarity': 'negative'}]"
54,54:5,And that was the fourth time ive sent it to them to get fixed.,"[{'category': 'SUPPORT#QUALITY', 'polarity': 'negative'}]"
54,54:6,Its been a year and am still waiting to see what there going to do about my laptop.,"[{'category': 'SUPPORT#QUALITY', 'polarity': 'negative'}]"
54,54:7,So if anyones looking to buy a computer or laptop you should stay far far away from any that have the name TOSHIBA on it...,"[{'category': 'COMPANY#GENERAL', 'polarity': 'negative'}]"
176,176:0,I saved for this laptop for 3 months and I can tell you personally it was worth the wait.,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
176,176:1,"The display on this computer is the best I've seen in a very long time, the battery life is very long and very convienent.","[{'category': 'DISPLAY#GENERAL', 'polarity': 'positive'}, {'category': 'BATTERY#OPERATION_PERFORMANCE', 'polarity': 'positive'}]"
176,176:2,"A little pricey but it is well, well worth it.","[{'category': 'LAPTOP#PRICE', 'polarity': 'negative'}, {'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
176,176:3,I've been a PC user and I just finally switched and I am never going back.,
176,176:4,It is amazing.,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
59,59:0,In the first moth of owning this computer its hardrive failed which had to be replaced.,"[{'category': 'HARD_DISC#QUALITY', 'polarity': 'negative'}]"
59,59:1,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,"[{'category': 'BATTERY#QUALITY', 'polarity': 'negative'}, {'category': 'BATTERY#OPERATION_PERFORMANCE', 'polarity': 'negative'}]"
59,59:2,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,"[{'category': 'POWER_SUPPLY#QUALITY', 'polarity': 'negative'}, {'category': 'POWER_SUPPLY#OPERATION_PERFORMANCE', 'polarity': 'negative'}, {'category': 'HARDWARE#QUALITY', 'polarity': 'negative'}]"
59,59:3,A tip for people looking into this computer: DO NOT BUY IT save up a bit more money and buy a computer that will last.,"[{'category': 'LAPTOP#QUALITY', 'polarity': 'negative'}]"
170,170:0,Has a 5-6 hour battery life.,"[{'category': 'BATTERY#OPERATION_PERFORMANCE', 'polarity': 'positive'}]"
170,170:1,Much faster than my old windows laptop that died on me.,
170,170:2,It is easy to use and lightweight.,"[{'category': 'LAPTOP#USABILITY', 'polarity': 'positive'}, {'category': 'LAPTOP#DESIGN_FEATURES', 'polarity': 'positive'}]"
170,170:3,Was very much worth the price i paid.,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}, {'category': 'LAPTOP#PRICE', 'polarity': 'positive'}]"
90,90:0,This netbook went bad on me after 3 days.,"[{'category': 'LAPTOP#QUALITY', 'polarity': 'negative'}]"
90,90:1,There is a blank lighted screen when I start and that is all.,"[{'category': 'DISPLAY#OPERATION_PERFORMANCE', 'polarity': 'negative'}]"
90,90:2,I am also upset with CR for giving a good rating.,
220,220:0,I purchased this netbook after my original Toshiba laptop crashed right after the warranty expired.,
220,220:1,"Three weeks after I bought the netbook, the screen quit working.","[{'category': 'DISPLAY#QUALITY', 'polarity': 'negative'}, {'category': 'DISPLAY#OPERATION_PERFORMANCE', 'polarity': 'negative'}]"
220,220:2,I baby my electronics so I know for a fact it was defective and not anything that I did to it.,"[{'category': 'DISPLAY#QUALITY', 'polarity': 'negative'}]"
220,220:3,"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.","[{'category': 'LAPTOP#QUALITY', 'polarity': 'negative'}, {'category': 'LAPTOP#OPERATION_PERFORMANCE', 'polarity': 'negative'}, {'category': 'BATTERY#OPERATION_PERFORMANCE', 'polarity': 'positive'}]"
278,278:0,Took the netbook on a vacation trip and I was able to do whatever I wanted to do without lugging a much heavier laptop.,"[{'category': 'LAPTOP#PORTABILITY', 'polarity': 'positive'}, {'category': 'LAPTOP#DESIGN_FEATURES', 'polarity': 'positive'}, {'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
278,278:1,To my mind much more usable than the toy called an IPad.,
135,135:0,The So called laptop Runs to Slow and I hate it!,"[{'category': 'LAPTOP#OPERATION_PERFORMANCE', 'polarity': 'negative'}, {'category': 'LAPTOP#GENERAL', 'polarity': 'negative'}]"
135,135:1,Do not  buy it!,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'negative'}]"
135,135:2,It is the worst laptop ever,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'negative'}]"
159,159:0,"The image is great, and the soud is excelent.","[{'category': 'DISPLAY#QUALITY', 'polarity': 'positive'}, {'category': 'MULTIMEDIA_DEVICES#QUALITY', 'polarity': 'positive'}]"
159,159:1,i love ths notebook.,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
57,57:0,I love the glass touchpad.,"[{'category': 'MOUSE#DESIGN_FEATURES', 'polarity': 'positive'}]"
57,57:1,Easy learning curve.,"[{'category': 'LAPTOP#USABILITY', 'polarity': 'positive'}]"
57,57:2,Also the display is exceptional!,"[{'category': 'DISPLAY#GENERAL', 'polarity': 'positive'}]"
76,76:0,I have loved this since i took it out of the box.,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
76,76:1,The battery is really long.,"[{'category': 'BATTERY#OPERATION_PERFORMANCE', 'polarity': 'positive'}]"
76,76:2,"the features are great, the only thing it needs is better speakers.","[{'category': 'LAPTOP#DESIGN_FEATURES', 'polarity': 'positive'}, {'category': 'MULTIMEDIA_DEVICES#GENERAL', 'polarity': 'negative'}]"
28,28:0,Small and light weight.,"[{'category': 'LAPTOP#DESIGN_FEATURES', 'polarity': 'positive'}]"
28,28:1,Speakers too small to be of any real use.,"[{'category': 'MULTIMEDIA_DEVICES#DESIGN_FEATURES', 'polarity': 'negative'}, {'category': 'MULTIMEDIA_DEVICES#USABILITY', 'polarity': 'negative'}]"
28,28:2,Keyboard good sized and wasy to use.,"[{'category': 'KEYBOARD#DESIGN_FEATURES', 'polarity': 'positive'}, {'category': 'KEYBOARD#USABILITY', 'polarity': 'positive'}]"
28,28:3,I like it!,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}]"
267,267:0,Meets my needs perfectly and is light enough for this senior to carry without affecting my arthritis.,"[{'category': 'LAPTOP#GENERAL', 'polarity': 'positive'}, {'category': 'LAPTOP#DESIGN_FEATURES', 'polarity': 'positive'}, {'category': 'LAPTOP#PORTABILITY', 'polarity': 'positive'}]"
132,132:0,"Needless to say, not to happy with the product.","[{'category': 'LAPTOP#GENERAL', 'polarity': 'negative'}]"
